1;1;
2;1;
3;1;
4;1;
5;1;
6;1;
7;2;
8;2;
9;2;
10;2;
11;2;
12;2;
13;2;
14;2;
15;2;
16;2;
17;2;
18;2;
19;2;
20;2;
21;2;
22;3;
23;3;
24;3;
25;3;
26;3;
27;3;
28;4;
29;4;
30;4;
31;4;
32;4;
33;4;
34;4;
35;4;
36;4;
37;4;
38;4;
39;4;
40;4;
41;4;
42;4;
43;5;
44;5;
45;5;
46;5;
47;5;
48;6;
49;6;
50;6;
51;6;
52;6;
53;6;
54;6;
55;6;
56;6;
57;6;
58;6;
59;6;
60;6;
61;6;
62;6;
63;7;
64;7;
65;7;
66;7;
67;7;
68;7;
69;7;
70;8;
71;8;
72;8;
73;8;
74;8;
75;8;
76;8;
77;9;
78;9;
79;9;
80;9;
81;9;
82;10;Florida Georgia Line
83;10;
84;10;
85;10;
86;10;
87;10;
88;10;
89;11;
90;11;
91;11;
92;11;
93;11;
94;11;
95;11;
96;11;
97;11;
98;12;
99;12;
100;12;
101;12;
102;12;
103;12;
104;12;
105;12;
106;12;Khalid
107;12;
108;12;
109;12;
110;12;
111;12;
112;12;
113;13;
114;13;Jaymes Young
115;13;
116;13;
117;13;
118;13;
119;13;
120;13;
121;14;
122;14;
123;14;
124;14;
125;14;
126;14;
127;14;
128;14;
129;14;
130;14;
131;14;
132;14;
133;14;
134;14;
135;14;
136;14;
137;14;
138;14;
139;14;
140;14;
141;1897;
142;1897;
143;1897;
144;1897;
145;1897;
146;15;
147;15;
148;15;
149;15;
150;15;
151;15;
152;16;Black Cupro, DJ Groove
153;16;
154;16;
155;16;
156;16;
157;16;
158;16;
159;16;Ёлка
160;16;Звонкий
161;16;Лигалайз
162;16;
163;16;
164;16;
165;16;
166;16;
167;16;
168;16;
169;16;
170;16;
171;16;
172;16;
173;16;
174;16;
175;16;
176;16;
177;17;
178;17;
179;17;
180;17;
181;17;
182;18;
183;18;
184;18;
185;18;
186;18;Josh Ramsay
187;18;
188;18;
189;18;
190;19;
191;19;
192;19;
193;19;
194;19;
195;19;
196;19;
197;20;
198;20;
199;20;
200;20;
201;20;
202;20;
203;21;
204;21;
205;21;
206;21;
207;21;
208;21;Meghan Trainor
209;21;
210;21;Selena Gomez
211;22;
212;22;
213;22;
214;22;
215;22;
216;22;
217;22;
218;22;Troye Sivan
219;22;Troye Sivan
220;23;
221;23;
222;23;
223;23;
224;23;
225;24;
226;24;
227;24;
228;24;
229;24;
230;24;
231;24;
232;24;
233;25;
234;25;
235;25;PLC
236;25;
237;25;
238;25;
239;26;
240;26;
241;26;
242;26;
243;26;
244;26;
245;26;
246;26;
247;26;
248;26;
249;26;
250;26;
251;26;
252;26;
253;26;
254;27;
255;27;
256;27;
257;27;
258;27;
259;27;
260;28;
261;28;
262;28;
263;28;
264;28;
265;29;
266;29;
267;29;
268;29;
269;29;
270;30;
271;30;
272;30;
273;30;
274;30;
275;31;
276;31;
277;31;
278;31;
279;31;
280;31;
281;32;
282;32;
283;32;
284;32;
285;32;
286;32;
287;32;
288;33;
289;33;
290;33;
291;33;
292;34;
293;34;
294;34;
295;34;
296;34;
297;34;
298;34;
299;35;
300;35;
301;35;
302;35;
303;35;
304;35;
305;35;
306;35;
307;35;
308;35;Neneh Cherry
309;35;
310;35;
311;35;
312;35;
313;35;Titiyo
314;36;
315;36;
316;36;
317;36;
318;36;
319;36;
320;36;
321;37;
322;37;
323;37;Camila Cabello, Cardi B
324;37;
325;37;
326;37;
327;37;Eminem, 50 Cent
328;37;
329;37;
330;37;
331;37;
332;37;
333;37;
334;37;Justin Bieber
335;37;
336;37;
337;37;
338;37;
339;37;
340;37;
341;37;
342;37;
343;37;
344;37;
345;37;
346;38;
347;38;
348;38;Juice WRLD
349;38;
350;38;
351;38;
352;38;
353;39;
354;39;
355;39;
356;39;
357;39;
358;39;
359;39;
360;39;
361;40;
362;40;
363;40;
364;40;
365;40;
366;40;
367;40;
368;40;
369;41;
370;41;
371;41;
372;41;
373;41;
374;41;
375;42;
376;42;
377;42;
378;42;
379;42;
380;42;
381;43;
382;43;
383;43;
384;43;
385;43;
386;43;
387;44;
388;44;
389;44;
390;44;
391;44;
392;44;
393;44;
394;44;
395;45;
396;45;
397;45;
398;45;
399;46;
400;46;
401;46;
402;46;
403;46;
404;46;
405;46;
406;47;
407;47;
408;47;
409;47;
410;47;
411;48;
412;48;
413;48;
414;48;
415;48;
416;48;
417;49;
418;49;
419;49;
420;49;
421;50;
422;50;
423;50;
424;50;
425;50;
426;50;
427;51;
428;51;
429;51;
430;51;
431;51;
432;51;
433;51;
434;51;
435;51;
436;52;
437;52;
438;52;
439;52;
440;52;Kimbra
441;52;
442;52;
443;52;
444;53;
445;53;
446;53;
447;53;
448;53;
449;53;
450;54;
451;54;
452;54;
